RUA ÁLVARES PENTEADO                                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012001 
RUA DA QUITANDA                                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012010 
LARGO DA MISERICÓRDIA                                                   CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012020 
LARGO DO CAFÉ                                                           CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012030 
RUA ÁLVARES PENTEADO, 49                                                CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012900 
RUA ÁLVARES PENTEADO, 49                                                CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012900 
RUA ÁLVARES PENTEADO, 180                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012902 
RUA ÁLVARES PENTEADO, 180                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012902 
RUA ÁLVARES PENTEADO, 143                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012904 
RUA ÁLVARES PENTEADO, 143                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012904 
RUA ÁLVARES PENTEADO, 151                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012905 
RUA ÁLVARES PENTEADO, 151                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012905 
RUA DA QUITANDA, 96                                                     CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012907 
RUA DA QUITANDA, 96                                                     CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012907 
RUA DA QUITANDA, 113                                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012908 
RUA DA QUITANDA, 113                                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012908 
LARGO DA MISERICÓRDIA, 23                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012909 
LARGO DA MISERICÓRDIA, 23                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01012909 
RUA QUINZE DE NOVEMBRO                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013000 
RUA QUINZE DE NOVEMBRO                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013001 
RUA DO COMÉRCIO                                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013010 
RUA DO TESOURO                                                          CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013020 
RUA DO TESOURO, 23                                                      CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013901 
RUA DO TESOURO, 23                                                      CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013901 
RUA DO TESOURO, 47                                                      CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013902 
RUA DO TESOURO, 47                                                      CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013902 
RUA QUINZE DE NOVEMBRO, 150                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013903 
RUA QUINZE DE NOVEMBRO, 150                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013903 
RUA QUINZE DE NOVEMBRO, 184                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013904 
RUA QUINZE DE NOVEMBRO, 184                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013904 
RUA QUINZE DE NOVEMBRO, 200                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013905 
RUA QUINZE DE NOVEMBRO, 200                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013905 
RUA QUINZE DE NOVEMBRO, 306                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013907 
RUA QUINZE DE NOVEMBRO, 306                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013907 
RUA QUINZE DE NOVEMBRO, 165                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013909 
RUA QUINZE DE NOVEMBRO, 165                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013909 
RUA QUINZE DE NOVEMBRO, 164                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013910 
RUA QUINZE DE NOVEMBRO, 164                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013910 
RUA QUINZE DE NOVEMBRO, 269                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013913 
RUA QUINZE DE NOVEMBRO, 269                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013913 
RUA QUINZE DE NOVEMBRO, 233                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013914 
RUA QUINZE DE NOVEMBRO, 233                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013914 
RUA QUINZE DE NOVEMBRO, 212                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013915 
RUA QUINZE DE NOVEMBRO, 212                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01013915 
RUA BOA VISTA                                                           CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01014000 
RUA BOA VISTA                                                           CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01014001 
RUA JOÃO BRÍCOLA                                                        CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01014010 
RUA TRÊS DE DEZEMBRO                                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01014020 
VIADUTO BOA VISTA                                                       CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01014030 
RUA JOÃO BRÍCOLA, 24                                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01014900 
